,cast,revenue
16158,Estelle Larrivaz,0
16159,Fernando Ramallo,0
16160,Jordi Vilches,0
16161,Marieta Orozco,0
16162,Esther Nubiola,0
16163,Chisco Amado,0
16164,Elaine Stritch,0
16165,Kevin Harrington,0
16166,Eliza Szonert,0
16167,Tommy Tiernan,151559
16168,Cathleen Bradley,151559
16169,John Lydon,0
16170,Steve Jones,0
16171,Paul Cook,0
16172,Glen Matlock,0
16173,Sid Vicious,0
16174,Anne Alvaro,0
16175,Fares Fares,0
16176,Torkel Petersson,0
16177,Laleh Pourkarim,0
16178,Sofi AhlstrÃ¶m Helleday,0
16179,Golden Brooks,0
16180,Viveka Davis,0
16181,Chaon Cross,0
16182,Nina Garbiras,0
16183,Andrew Tarbet,0
16184,Nate Dogg,0
16185,Garwin Sanford,0
16186,Tom Butler,0
16187,Rashaan Nall,0
16188,Pat Carroll,0
16189,Buddy Hackett,219343479
16190,Geoffrey Jones,0
16191,Kathy Bakken,0
16192,Steven Branch,0
16193,Christopher Byers,0
16194,Melissa Byers,0
16195,Lisa Lindgren,0
16196,Emma Samuelsson,0
16197,Sam Kessel,0
16198,Christopher Donahue,3728888
16199,Cezary Pazura,0
16200,MichaÅ‚ Milowicz,0
16201,Bohdan Åazuka,0
16202,Sergei Bodrov Jr.,0
16203,Viktor Sukhorukov,0
16204,Aleksandr Dyachenko,0
16205,Kirill Pirogov,0
16206,Gary Houston,0
16207,Corinne Bohrer,0
16208,Jacob Smith,0
16209,John Henry,0
16210,Gail Porter,0
16211,Adam Arkin,91079647
16212,Robert May,0
16213,Don Hertzfeldt,0
16214,Jennifer Nyholm,0
16215,Johnny Lever,0
16216,Shakti Kapoor,0
16217,Ayelet Kaznelson,0
16218,John Hines,0
16219,John Harrington Bland,0
16220,Jessica Gormley,0
16221,Candace Evanofski,0
16222,Donald Holden,0
16223,Damian Jewan Lee,0
16224,Curtis Cotton III,0
16225,Rachael Handy,0
16226,Joe Turkel,32768670
16227,Robert MacNaughton,792910554
16228,Jack Starrett,125212904
16229,Cindy Morgan,33000000
16230,Barnard Hughes,90319029
16231,Beatrice Straight,122200000
16232,Heather O'Rourke,177340665
16233,Dominique Dunne,122200000
16234,Cassandra Gava,68851475
16235,Jane Birkin,6110000
16236,Diana Rigg,88084493
16237,Kathryn Mullen,40577001
16238,Christine Hargreaves,0
16239,James Laurenson,0
16240,Eleanor David,0
16241,Bob Geldof,0
16242,Alex McAvoy,0
16243,Rohini Hattangadi,77737889
16244,Chad Everett,27150534
16245,Jerry Lewis,17100000
16246,Diahnne Abbott,0
16247,Shelley Hack,5450815
16248,Gina Hecht,21017056
16249,Pat Corley,21017056
16250,Richard Mulligan,40615625
16251,Alan Ladd,18196170
16252,Barbara Stanwyck,18196170
16253,Nicholas Worth,0
16254,Elizabeth Hartman,14665733
16255,Arthur Malet,14665733
16256,Hermione Baddeley,116938460
16257,Raymond Briggs,0
16258,Tammy Grimes,6455530
16259,Giuliano Gemma,0
16260,Christian Borromeo,0
16261,Rita Karin,30036000
16262,Stephen D. Newman,30036000
16263,Lorna Luft,15171476
16264,Maureen Teefy,15171476
16265,Aileen Quinn,57059003
16266,Lou Dobbs,1723872
16267,Ted Koppel,1723872
16268,John Shea,14000000
16269,Melanie Mayron,14000000
16270,Lee Horsley,0
16271,Kathleen Beller,0
16272,George Maharis,0
16273,David Labiosa,13277558
16274,Margaret Blye,18277558
16275,Kyle Eastwood,0
16276,Alexa Kenin,0
16277,Scott Schwartz,0
16278,Teresa Ganzel,0
16279,Paul Kratka,36690067
16280,Tracie Savage,36690067
16281,Jeffrey Rogers,36690067
16282,Catherine Parks,36690067
16283,Perry King,0
16284,Merrie Lynn Ross,0
16285,Tim Van Patten,0
16286,Stacey Nelkin,14400000
16287,Michael Currie,14400000
16288,Ralph Strait,14400000
16289,Milo O'Shea,92878468
16290,Lawrence Monoson,0
16291,Joe Rubbo,0
16292,Diane Franklin,0
16293,Louisa Moritz,0
16294,Brian Peck,0
16295,Robert Preston,36215453
16296,David Huffman,70687355
16297,William Finley,0
16298,Jack Magner,12534817
16299,Andrew Prine,15034817
16300,Theresa Merritt,21049053
16301,Willie Aames,0
16302,Robert Mandan,0
16303,Felice Schachter,0
16304,Irene Worth,0
16305,Henry Jones,102308889
16306,Miguel Ãngel Fuentes,0
16307,Paul Hittscher,0
16308,Claudia Cardinale,2438031
16309,Vincent Gardenia,141388939
16310,J. D. Cannon,16
16311,Joshua Milrad,14056528
16312,Yue Hoi,0
16313,Yu Cheng-Hui,0
16314,Ding Laam,0
16315,Woo Gin-Keung,0
16316,Harry Morgan,66673516
16317,James Gregory,0
16318,Bob McFadden,0
16319,Frank BraÃ±a,1198346
16320,Edmund Purdom,1198346
16321,Ian Sera,1198346
16322,Tommy Dysart,20659423
16323,Bruce Kerr,20659423
16324,Kristy McNichol,1547397
16325,Jameson Parker,14182492
16326,Christa Lang,0
16327,James Dixon,0
16328,Christopher Benjamin,0
16329,Janet Suzman,0
16330,Anne-Louise Lambert,0
16331,Hugh Fraser,0
16332,Nicholas Amer,0
16333,Ricky Cheng Tien-Chi,0
16334,Lo Meng,0
16335,Chen Pei-Hsi,0
16336,Lung Tien-Hsiang,0
16337,Chu Ke,0
16338,Olivia Hussey,38901218
16339,Michael Craig,0
16340,Carmen Duncan,0
16341,Noel Ferrier,0
16342,Anne Carlisle,0
16343,Paula E. Sheppard,0
16344,Susan Doukas,0
16345,Otto von Wernherr,0
16346,Bob Brady,0
16347,Kevin Van Hentenryck,0
16348,Terri Susan Smith,0
16349,Beverly Bonner,0
16350,Robert Vogel,0
16351,Diana Browne,0
16352,Mark Linn-Baker,0
16353,Bill Macy,0
16354,George Furth,0
16355,Michelle Michaels,0
16356,Robin Stille,0
16357,Michael Villella,0
16358,Debra Deliso,0
16359,Andree Honore,0
16360,Timothy West,0
16361,Dawn Dunlap,0
16362,June Chadwick,0
16363,Linden Chiles,0
16364,ValÃ©rie Quennessen,0
16365,Barbara Rush,0
16366,Carole Cook,0
16367,Terry Richards,0
16368,Bill Stewart,0
16369,Geoffrey Hutchings,0
16370,Sean Chapman,14564027
16371,Gaylen Ross,55000000
16372,Tony Fish,0
16373,Harriet Bass,0
16374,Seth Jones,0
16375,Jan Claire,0
16376,Lyudmila Gurchenko,0
16377,Nikita Mikhalkov,0
16378,Oleg Basilashvili,0
16379,Nonna Mordyukova,0
16380,Mikhail Kononov,0
16381,June Foray,304320254
16382,Freda Foh Shen,304320254
16383,Joerg Stadler,481840909
16384,Liz Callaway,0
16385,Phyllis Diller,363398565
16386,Donal Gibson,0
16387,Mitch Pileggi,205753012
16388,Jennifer Lien,23875127
16389,Jessica Brooks Grant,71485043
16390,Maria Pitillo,379014294
16391,Diego Sieres,250288523
16392,Sean Gullette,3221152
16393,Pamela Hart,3221152
16394,Stephen Pearlman,3221152
16395,Katie Sagona,250821495
16396,Mary Stein,69131860
16397,Mira Furlan,0
16398,Shari Belafonte,0
16399,Adam LaVorgna,0
16400,Ed Gale,88634624
16401,Nick Stabile,50671850
16402,Kimmy Robertson,0
16403,Tamara Tunie,103891409
16404,Adrian Lester,0
16405,Paloma Baeza,0
16406,Simon Fenton,9532895
16407,James Coombes,0
16408,Ian Michael Smith,18253415
16409,"Antonio SabÃ to, Jr.",27007143
16410,Ray Allen,21567853
16411,Eric Pospisil,0
16412,Eric Michael Cole,0
16413,Mercedes Ruehl,41895491
16414,Evan Silverberg,2807390
16415,Kenneth Tsang,19204929
16416,Erik King,0
16417,Michael A. Goorjian,299200
16418,Nicholas Farrell,0
16419,Gabriel Casseus,0
16420,Brian Nissen,0
16421,Christy Landers,0
16422,Glenn Danzig,0
16423,Yasmine Bleeth,7027290
16424,Paulina Porizkova,0
16425,Loren Lester,0
16426,"Efrem Zimbalist, Jr.",63617391
16427,Charlie Korsmo,193053741
16428,Kate Hardie,0
16429,Nicholas Ball,382267
16430,Pascal Rollin,0
16431,Catlin Foster,0
16432,John Maclaren,0
16433,Una Damon,11203026
16434,Irene Grazioli,9495408
16435,Anita Laurenzi,9495408
16436,Tommaso Puntelli,9495408
16437,Samuele Amighetti,9495408
16438,Gailard Sartain,51711491
16439,Silas Weir Mitchell,0
16440,Dan Beene,0
16441,Charis Michelsen,1929168
16442,James Otis,0
16443,Pat Musick,0
16444,Erica Yohn,84542002
16445,Mark-Paul Gosselaar,0
16446,Randy Pearlstein,0
16447,Takaaki Ishibashi,3572443
16448,Jensen Daggett,17572443
16449,Adilah Barnes,29202884
16450,Hatty Jones,0
16451,Arturo Venegas,0
16452,Chayanne,15
16453,Louise Goodall,0
16454,David McKay,0
16455,Paul Rapovski,0
16456,Gigi Leung,0
16457,Nina Foch,0
16458,Jim Breuer,17460020
16459,Anne Lambton,0
16460,Adrian Scarborough,0
16461,Dick Martin,10224116
16462,Richard Biggs,0
16463,Michael Sarrazin,0
16464,Catherine Blythe,0
16465,Michael Scherer,0
16466,Jeffrey Falcon,124494
16467,Justin McGuire,124494
16468,Kim De Angelo,124494
16469,Stephane Gauger,124494
16470,Clifford Hugo,124494
16471,Taral Hicks,17287898
16472,Tionne Watkins,0
16473,Alex Haw,0
16474,John Nolan,0
16475,Dick Bradsell,0
16476,Gillian El-Kadi,0
16477,David Conrad,0
16478,Valerie Chow,0
16479,Nadia Rinaldi,0
16480,Coralina Cataldi-Tassoni,0
16481,Chris Stafford,870751
16482,Andersen Gabrych,870751
16483,Stephanie McVay,870751
16484,Lea DeLaria,870751
16485,Mark Houghton,0
16486,Ian Bannen,24707633
16487,Brendan Dempsey,0
16488,Ed Viesturs,76447420
16489,David Breashears,76447420
16490,Lhakpa Dorji,76447420
16491,Norm Macdonald,0
16492,Mark Joy,0
16493,Gia Carides,0
16494,Olivia Birkelund,0
16495,Garry Sweeney,0
16496,Jenny McCrindle,0
16497,Ruben Santiago-Hudson,0
16498,Eddie Mills,0
16499,James Fields,0
16500,Eric Alexander,0
16501,Gail Cronauer,76000000
16502,Jonathan Silverman,30218387
16503,Lisa Waltz,0
16504,Sam Horrigan,0
16505,Geoffrey Blake,0
16506,Annabelle Apsion,0
16507,Thomas Orange,0
16508,William Armstrong,0
16509,Michael Barryte,0
16510,Grace Bustos,0
16511,Dylan Carlson,0
16512,El Duce,0
16513,Larry Flynt,0
16514,Tamara Craig Thomas,0
16515,Barry Del Sherman,0
16516,Ben Silverstone,0
16517,Brad Gorton,0
16518,Charlotte Brittain,0
16519,Gregory Sporleder,0
16520,Eli Marienthal,0
16521,Stacy Galina,0
16522,Angela Jones,0
16523,D.B. Woodside,0
16524,Terron Brooks,0
16525,Christian Payton,0
16526,Mathew Botuchis,0
16527,Hulk Hogan,0
16528,Loni Anderson,0
16529,Jessica Tuck,0
16530,Carl Banks,0
16531,Roberta Maxwell,14481606
16532,Robin Gammell,0
16533,Rajit Kapoor,0
16534,Deepak Tijori,0
16535,Jason Marin,211343479
16536,Steven Ford,92823546
16537,Gale Hansen,235860116
16538,Carey Lowell,173204902
16539,Anthony Zerbe,217456015
16540,Jihmi Kennedy,26828365
16541,Leo Burmester,90000098
16542,Todd Graff,110047702
16543,Derrick O'Connor,227853986
16544,Alex Winter,40485039
16545,Hal Landon Jr.,40485039
16546,Kristine Sutherland,222724172
16547,Amy O'Neill,222724172
16548,Dennis Alexio,14697005
16549,Michel Qissi,14697005
16550,Haskell V. Anderson III,14697005
16551,Erika Anderson,22168359
16552,Valorie Armstrong,22168359
16553,Michael Ashton,22168359
16554,Deborah Richter,10166459
16555,Vincent Klyn,10166459
16556,Alex Daniels,10166459
16557,Rick Ducommun,37395775
16558,Michael Lombard,385672973
16559,Joan Severance,46908987
16560,Alan North,46908987
16561,Caroline Kava,161001698
16562,Jean Louisa Kelly,79258538
16563,Amanda Pays,15704614
16564,Laura San Giacomo,0
16565,Ron Vawter,0
16566,Margaret Whitton,193084062
16567,Terry Kiser,53140814
16568,Mel Harris,78247647
16569,Kevin Tighe,231766621
16570,Rando,162677902
16571,Phillip Rhee,1700000
16572,Sonny Landham,11949484
16573,Scott Reeves,14000000
16574,Barbara Bingham,14000000
16575,Peter Mark Richman,14000000
16576,Audrey Hepburn,180109378
16577,John Agar,1145404
16578,Lou Hancock,1145404
16579,Scott Paulin,82621673
16580,Alan Howard,0
16581,Judith Barsi,111560873
16582,Melba Moore,27100027
16583,Daryl Gilley,27100027
16584,Brandon Call,2345628
16585,Noble Willingham,61855553
16586,Lisa Blount,16528120
16587,Redd Foxx,60864870
16588,George Shevtsov,7825000
16589,Rod Mullinar,7825000
16590,Kevin O'Brien,0
16591,Sam Scarber,16554699
16592,Jacqueline Tong,0
16593,Patti LuPone,145793296
16594,Esther Rolle,145793296
16595,Jill Schoelen,0
16596,Stephanie Lawrence,0
16597,Shigeru KÃ´yama,45892212
16598,Ron Fazio,0
16599,John Altamura,0
16600,Phoebe Legere,0
16601,Rick Collins,0
16602,Rikiya Yasuoka,0
16603,Gabriel Damon,130142019
16604,Laura Mooney,0
16605,Mae Questel,0
16606,Molly Regan,0
16607,CarrÃ© Otis,0
16608,Axel Jodorowsky,0
16609,Blanca Guerra,0
16610,Guy Stockwell,0
16611,Thelma Tixou,0
16612,Sabrina Dennison,0
16613,Ellie Raab,0
16614,Alison Whelan,14743391
16615,Declan Croghan,14743391
16616,Eanna MacLiam,14743391
16617,Taurean Blacque,8143225
16618,Nancy Everhard,8143225
16619,Greg Evigan,8143225
16620,Dan Gauthier,27843
16621,Joshua John Miller,27843
16622,Caren Kaye,27843
16623,Lisa Gaye,0
16624,Spike Lee,85931720
16625,Jimmie F. Skaggs,0
16626,Robin Frates,0
16627,James Larkin,0
16628,Roger B. Smith,0
16629,Rhonda Britton,0
16630,Fred Ross,0
16631,Anna Katarina,882290
16632,Kate Jackson,3960327
16633,Nancy Valen,3960327
16634,Masatoshi Nagase,0
16635,Dick Durock,192816
16636,Joey Sagal,192816
16637,Lena Farugia,0
16638,Hans Strydom,0
16639,Eiros,0
16640,Nadies,0
16641,Ellie Cornell,29411011
16642,Beau Starr,11642254
16643,Don Shanks,11642254
16644,Ione Skye,20036737
16645,Amy Brooks,20036737
16646,Donna Akersten,0
16647,Stuart Devenie,0
16648,Mark Hadlow,0
16649,Brian Sergent,0
16650,Ross Jolly,0
16651,Matti PellonpÃ¤Ã¤,0
16652,Kari VÃ¤Ã¤nÃ¤nen,0
16653,Sakke JÃ¤rvenpÃ¤Ã¤,0
16654,Heikki Keskinen,0
16655,Pimme Korhonen,0
16656,Anne-Marie Johnson,0
16657,Paul Koslo,0
16658,Danny Kamekona,0
16659,Jordan Lund,0
16660,Betty Thomas,0
16661,Mary Gross,0
16662,Lloyd Bochner,0
16663,Imogen Stubbs,0
16664,Marshall R. Teague,30050028
16665,Julianne Phillips,35150960
16666,Cheryl Lynn Bruce,0
16667,David Daker,0
16668,Pauline Moran,0
16669,David Ryall,0
16670,Stacy Peralta,2777280
16671,Rodney Mullen,2777280
16672,Peter Kwong,82595219
16673,Catherine Hicks,132023002
16674,Dick O'Neill,12065892
16675,Sarah Rowland Doroff,40590000
16676,Pamela Springsteen,0
16677,Tracy Griffith,0
16678,Haynes Brooke,0
16679,Fabiana Udenio,0
16680,Fred Savage,22250106
16681,Luke Edwards,14278900
16682,David Gahan,0
16683,Martin Gore,0
16684,Andrew Fletcher,0
16685,Alan Wilder,0
16686,Scott LaRose,0
16687,Tom Hodges,0
16688,Lisa Collins,0
16689,Emil Wolk,0
16690,Sandrine Bonnaire,0
16691,Luc Thuillier,0
16692,Philippe Dormoy,0
16693,"""Weird Al"" Yankovic",0
16694,Victoria Jackson,0
16695,Michael Richards,7000005
16696,Ethan Phillips,0
16697,Tiffany Gail Robinson,0
16698,Nick Dimitri,0
16699,Pat Mulligan,0
16700,Billy Warlock,0
16701,Connie Danese,0
16702,Ben Slack,0
16703,Patrice Jennings,0
16704,Howie Mandel,793775
16705,David Johansen,16
16706,Rita Taggart,1738897
16707,Dedee Pfeiffer,6529823
16708,Aron Eisenberg,1738897
16709,Antonio Resines,0
16710,JosÃ© Sazatornil,0
16711,Manuel Alexandre,0
16712,Fedra Lorente,0
16713,Luis Ciges,0
16714,Roseanne Barr,0
16715,Sylvia Miles,44785053
16716,Rosanna DeSoto,80406031
16717,Janet Carroll,12195695
16718,Elizabeth Cox,0
16719,RenÃ©e Estevez,0
16720,Dan Hicks,5923044
16721,Sam Raimi,0
16722,Antonio Allocca,0
16723,Camillo Milli,0
16724,Gianpaolo Saccarola,0
16725,Margit Evelyn Newton,0
16726,Terri Hanauer,1919653
16727,Henry Brown,1519796
16728,Jim Lovell,0
16729,Russell Schweickart,0
16730,Charles Conrad,0
16731,Richard White,377350553
16732,Earl Boen,520000000
16733,Robert Goulet,86930411
16734,Paige Turco,120
16735,Michelan Sisti,78
16736,Leif Tilden,201965993
16737,Kenn Scott,78
16738,Valri Bromfield,8479793
16739,James Stewart,8000000
16740,Lisa Zane,34872033
16741,Shon Greenblatt,34872033
16742,Lezlie Deane,34872033
16743,Ricky Dean Logan,34872033
16744,William Richert,0
16745,Rodney Harvey,0
16746,Alonna Shaw,30102717
16747,Cory Everson,30102717
16748,Philip Chan Yan-Kin,30102717
16749,Marianne Denicourt,0
16750,David Bursztein,0
16751,Lisanne Falk,3124272
16752,Alan Randolph Scott,2015810
16753,Anthony Portillo,2015810
16754,Perrey Reeves,20560255
16755,Jeremy Sylvers,20560255
16756,Travis Fine,20560255
16757,Dean Jacobson,20560255
16758,Brandon Quintin Adams,0
16759,A. J. Langer,0
16760,Dylan Kussman,0
16761,Kathleen York,0
16762,Courtney Barilla,2807854
16763,Garette Ratliff Henson,2807854
16764,Kevin Anderson,174999005
16765,Elizabeth Lawrence,174999005
16766,Toby Scott Ganger,11657385
16767,Edward Mulhare,0
16768,Susan Norman,0
16769,Annie Grindlay,3106559
16770,Blu Mankuma,3106559
16771,Rebecca Miller,0
16772,Keith Coogan,74638666
16773,Elliott Gould,130714016
16774,Vanilla Ice,1193062
16775,Kristin Minter,1193062
16776,Naomi Campbell,1193062
16777,Deezer D,1193062
16778,Kevin Hicks,1193062
16779,Jo Champa,39673161
16780,Shareen Mitchell,39673161
16781,Michael Oliver,0
16782,Shay Astar,0
16783,Bill Byrge,28202109
16784,Austin Nagler,0
16785,Bartholomew Rose,2415396
16786,Felix Nobis,2415396
16787,William Ball,0
16788,Stephen Lee,0
16789,William J. Norris,0
16790,Camille Coduri,0
16791,Lois Hall,38016380
16792,Thom Adcox-Hernandez,0
16793,Andrew Barach,0
16794,Kathy Benson,0
16795,Hope Marie Carlton,0
16796,Catherine Jacob,0
16797,GÃ©rard HÃ©rold,0
16798,Chris Demetral,0
16799,Robert Hy Gorman,8556940
16800,Jack Armstrong,0
16801,Greg Joung Paik,0
16802,Jimmie Walker,0
16803,Peter Spellos,0
16804,Kieran Mulroney,0
16805,John M. Jackson,5844868
16806,Alisan Porter,0
16807,John Calvin,0
16808,Aimee Brooks,0
16809,Josie Lawrence,13200170
16810,Donna DeLory,29
16811,Niki Harris,29
16812,Luis Camacho,29
16813,Michael Woods,0
16814,Madison Mason,0
16815,Isobel Hawking,0
16816,Janet Humphrey,0
16817,Mary Hawking,0
16818,Sam Wanamaker,16209459
16819,GeneviÃ¨ve Picot,524668
16820,Jeffrey Walker,524668
16821,Robert Arkins,0
16822,Michael Aherne,0
16823,Angeline Ball,0
16824,Maria Doyle Kennedy,0
16825,Dave Finnegan,0
16826,Nancy Paul,0
16827,Adam Hann-Byrd,0
16828,Brian Salzberg,0
16829,Donna Dempsey,0
16830,Stephen Charles Barry,0
16831,James Gandia,0
16832,Sheila Rosenthal,0
16833,Sarah Badel,0
16834,Eleanor Coppola,0
16835,John Milius,0
16836,Nancy Morgan,0
16837,Fritz Sperberg,0
16838,Dominic Barto,0
16839,Bo Greigh,0
16840,Maureen O'Hara,21830957
16841,Jimmy Smits,0
16842,Ari Meyers,4603929
16843,Sharla Cheung Man,0
16844,Ng Man-Tat,0
16845,Gabriel Wong Yat-San,0
16846,Roy Cheung,0
16847,Mark James,0
16848,Meshach Taylor,3752426
16849,Michel Bouquet,0
16850,Gisela Uhlen,0
16851,Jo De Backer,0
16852,Mireille Perrier,0
16853,Thomas Godet,0
16854,Robert Romanus,0
16855,Laurie Briscoe,0
16856,Guy Rolfe,0
16857,Kristopher Logan,0
16858,Michael Clark,1160349775
16859,Erland Josephson,1750301
16860,Isabelle Pasco,1750301
16861,Gail Strickland,2853801
16862,Tom Mason,0
16863,Richard Panebianco,0
16864,Anthony Clark,0
16865,Al Waxman,4654288
16866,Salim Grant,29361921
16867,Alexander Godunov,195767607
16868,Reginald VelJohnson,380799050
16869,Gerald R. Molen,354825435
16870,Jack Murdock,354825435
16871,Donald Gibb,11806119
16872,Ken Siu,11806119
16873,Bolo Yeung,11806119
16874,Sasson Gabai,189015611
16875,Billy Joel,0
16876,Chloe Webb,219440911
16877,Lisa Banes,171504781
16878,Alex Vincent,79960289
16879,Dinah Manoff,44196684
16880,Patricia Hayes,57269863
16881,John Meillon,239606210
16882,Ernie Dingo,239606210
16883,Tuesday Knight,72500000
16884,Ken Sagoes,72500000
16885,Anton Rodgers,42039085
16886,Barbara Harris,49939085
16887,Trey Wilson,80068280
16888,Robert Wuhl,50888000
16889,Maria Aitken,62493712
16890,Cynthia Gibb,38483575
16891,Jack Weston,246584362
16892,Tim Blaney,21630088
16893,"Donovan Leitch, Jr.",8247943
16894,Susan Kellermann,5596267
16895,Daniel Greene,5596267
16896,Kim Walker,1108462
16897,Bernard-Pierre Donnadieu,0
16898,Eugene Bervoets,0
16899,Gwen Eckhaus,0
16900,Tania Latarjet,0
16901,Traci Lind,2983784
16902,George Buck Flower,13008928
16903,Paula Irvine,7282851
16904,Samantha Phillips,7282851
16905,Kevyn Major Howard,0
16906,Leslie Bevis,0
16907,George P. Wilbur,17768757
16908,Michael Pataki,17768757
16909,Lar Park Lincoln,19170001
16910,Susan Jennifer Sullivan,19170001
16911,Manny Jacobs,0
16912,Jimmie Ray Weeks,17637950
16913,Jade Calegory,5935269
16914,Lauren Stanley,5935269
16915,Jonathan Ward,5935269
16916,Tina Caspary,5935269
16917,Grant Cramer,0
16918,John Allen Nelson,0
16919,Juliet Stevenson,0
16920,Jason Edwards,0
16921,Pauline Yeung,0
16922,Deannie Yip,0
16923,Michael Kenworthy,9205924
16924,Marsha Dietlein,9205924
16925,Jackie Mason,0
16926,Mark Humphrey,0
16927,Jaclyn Smith,0
16928,Yorgo Voyagis,0
16929,Kipley Wentz,14144000
16930,Roland Harrah III,6193901
16931,Miki Kim,6193901
16932,Yehuda Efroni,6193901
16933,Doran Clark,0
16934,Bruce French,0
16935,Vladimir Skomarovsky,0
16936,Ron Dean,18869631
16937,Jeff East,0
16938,John D'Aquino,0
16939,Kimberly Ross,0
16940,Joel Hoffman,0
16941,Bernie Coulson,0
16942,Lincoln Kilpatrick,354704
16943,Tom Everett,279548560
16944,Sonny Bono,0
16945,Ruth Brown,0
16946,Imogen Boorman,12090735
16947,Sean Lennon,0
16948,Stephanie Faracy,43455230
16949,Julie Harris,10611160
16950,John Omirah Miluwi,0
16951,Iain Cuthbertson,0
16952,William R. Moses,0
16953,Tisha Campbell-Martin,65134395
16954,Kyme,0
16955,Joe Seneca,5738952
16956,Heidi von Palleske,8038508
16957,Barbara Gordon,8038508
16958,Shirley Douglas,8038508
16959,Jean Boht,0
16960,Carl Chase,0
16961,Chris Darwin,0
16962,Douglas Seale,28202109
16963,Noelle Parker,28202109
16964,Damon Whitaker,0
16965,Michael Zelniker,0
16966,Lindsay Frost,0
16967,Don Messick,0
16968,Remy Auberjonois,0
16969,Susan Blu,0
16970,Brian Patrick Clarke,0
16971,Walter Gotell,0
16972,Susan Marie Snyder,0
16973,Cathy Podewell,3109904
16974,Alvin Alexis,3109904
16975,Amelia Kinkade,3109904
16976,Linnea Quigley,3109904
16977,Hal Havins,3109904
16978,Clifton James,161777836
16979,Ellen Greene,42216967
16980,Hsu Gou,0
16981,Tie Long Jin,0
16982,Zhaohua Mei,0
16983,Zhe Quan,0
16984,Yahoo Serious,0
16985,Odile Le Clezio,0
16986,Peewee Wilson,0
16987,Su Cruickshank,0
16988,John Howard,0
16989,Randall Adams,0
16990,Gus Rose,0
16991,Jackie Johnson,0
16992,Roxanne Kernohan,3813293
16993,ValÃ©rie Lalande,0
16994,Daniel GÃ©lin,0
16995,Gunnar Hansen,0
16996,Jay Richardson,0
16997,Michelle Bauer,0
16998,Dawn Wildsmith,0
16999,Michael Villani,0
17000,Harvey Weber,0
17001,John De Bello,0
17002,Gordon Howard,0
17003,Laurene Landon,0
17004,Cathy Tyson,19595031
17005,Jonas Abry,2835116
17006,Randy Brooks,46616067
17007,Grand L. Bush,46616067
17008,Matt Mulhern,51684798
17009,Corey Parker,51684798
17010,Michael Garfield,0
17011,Kim Terry,0
17012,Philip MacHale,0
17013,Alicia Moro,0
17014,Santiago Ãlvarez,0
17015,Kevin O'Morrison,0
17016,Jack Gilpin,0
17017,Ted Vernon,0
17018,Michael David Simms,0
17019,Richard Vidan,0
17020,Kristina Sanborn,0
17021,Victoria Christian,0
17022,Sammi Davis,1189315
17023,Cec Verrell,0
17024,Charlotte Burke,241
17025,Elliott Spiers,241
17026,Yoko Ono,0
17027,Ed Gilbert,0
17028,Dave Mustaine,0
17029,Ozzy Osbourne,0
17030,Chris Holmes,0
17031,Ian Fraser Kilmister,0
17032,Dale Reeves,6908797
17033,David Hoflin,6908797
17034,Jason Reason,6908797
17035,Sharon Brown,17514553
17036,Al White,4192440
17037,T. P. McKenna,7444234
17038,Jeremy Brett,0
17039,Raymond Adamson,0
17040,Raphael Harris,0
17041,Tami Erin,3569939
17042,David Seaman,3569939
17043,Cory Crow,3569939
17044,Richard Dempsey,0
17045,Sophie Cook,0
17046,Jonathan R. Scott,0
17047,Sophie Wilcox,0
17048,Barbara Kellerman,0
17049,Rick Hearst,0
17050,Jennifer Lowry,0
17051,Gordon MacDonald,0
17052,Theo Barnes,0
17053,Lucille Saint-Peter,0
17054,Jesse Ventura,98235548
17055,Sarah Berry,5923044
17056,Kassie DePaiva,5923044
17057,Denise Bixler,5923044
17058,Richard Dawson,38122105
17059,Karen Young,51881013
17060,AndrÃ© the Giant,30857814
17061,Tung Thanh Tran,123922370
17062,Chintara Sukapatana,123922370
17063,Dennis Dun,69166722
17064,Ryuichi Sakamoto,43984230
17065,Ellen Hamilton Latzen,320145693
17066,Fiona Lewis,25893810
17067,Stocker Fontelieu,17185632
17068,Rick Zumwalt,16057580
17069,David Mendenhall,16057580
17070,Bruce Way,16057580
17071,Dennis Boutsikaris,65088797
17072,Dorothy Lamour,14000000
17073,Tom Wright,60044400
17074,Terry Potter,0
17075,Pete O'Herne,0
17076,Craig Smith,0
17077,Mike Minett,0
17078,J.C. Quinn,3221568
17079,Chynna Phillips,18553948
17080,Maia Brewton,34368475
17081,Calvin Levels,34368475
17082,Arye Gross,7800000
17083,Jonathan Stark,7800000
17084,Rick Rossovich,40050884
17085,John Kapelos,40050884
17086,Christa Denton,0
17087,Louis Tripp,0
17088,Jennifer Irwin,0
17089,Billy Barty,0
17090,Margaret Langrick,49998613
17091,Joshua Rudoy,49998613
17092,Kevin Peter Hall,107118931
17093,Richard Jordan,144018879
17094,Kay Lenz,0
17095,Perry Lopez,30000000
17096,George Dickerson,0
17097,Clarence Felder,0
17098,Timothy Stack,0
17099,Deanna Oliver,0
17100,Timothy E. Day,0
17101,Mike Lackey,0
17102,Bill Chepil,0
17103,Vic Noto,0
17104,Mark Sferrazza,0
17105,Jane Arakawa,0
17106,Gail Neely,0
17107,Robert Harden,0
17108,Barry Brenner,0
17109,Michael Sonye,0
17110,Oliver Smith,14564027
17111,Nick Pickard,2300000
17112,Sergio Fantoni,0
